Timestamp_UNIX,Human_Time,VG1 Source Pressure,VG2 PreMag Pressure,VG3 BLine Pressure,VG2 LdLock Pressure,VG3 Cham 2 Pressure,VG4 Cham 1 Pressure
1775651817.598323,2026-04-08 13:36:57.598323,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.750000132640707e-08,1.1800000088157958e-08,6.55000009786022e-09
1775651819.643927,2026-04-08 13:36:59.643927,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.7399999541776197e-08,1.1800000088157958e-08,6.650000106134257e-09
1775651821.7060006,2026-04-08 13:37:01.706001,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.830000139259937e-08,1.1800000088157958e-08,6.560000098687624e-09
1775651823.7518625,2026-04-08 13:37:03.751863,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1800000088157958e-08,6.620000103652046e-09
1775651825.8001196,2026-04-08 13:37:05.800120,0.21899999678134918,4.349999827013562e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651827.8340247,2026-04-08 13:37:07.834025,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.560000098687624e-09
1775651829.8975205,2026-04-08 13:37:09.897521,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.839999962451657e-08,1.1800000088157958e-08,6.480000092068394e-09
1775651831.9444313,2026-04-08 13:37:11.944431,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.7399999541776197e-08,1.1800000088157958e-08,6.6100001028246425e-09
1775651833.9898317,2026-04-08 13:37:13.989832,0.21899999678134918,4.349999827013562e-08,2.2300000068753434e-08,3.799999959142042e-08,1.1800000088157958e-08,6.560000098687624e-09
1775651836.0042167,2026-04-08 13:37:16.004217,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.7799999574872345e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651838.068241,2026-04-08 13:37:18.068241,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.719999952522812e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651840.1266723,2026-04-08 13:37:20.126672,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.770000134295515e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651842.1758294,2026-04-08 13:37:22.175829,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.799999959142042e-08,1.2300000129528144e-08,6.5400000970328165e-09
1775651844.2207317,2026-04-08 13:37:24.220732,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.790000135950322e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651846.2698572,2026-04-08 13:37:26.269857,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.799999959142042e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651848.3068862,2026-04-08 13:37:28.306886,0.21899999678134918,4.349999827013562e-08,2.2300000068753434e-08,3.790000135950322e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651850.3482463,2026-04-08 13:37:30.348246,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.7300001309859e-08,1.1800000088157958e-08,6.570000099515028e-09
1775651852.4094148,2026-04-08 13:37:32.409415,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.790000135950322e-08,1.1800000088157958e-08,6.55000009786022e-09
1775651854.4549046,2026-04-08 13:37:34.454905,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.799999959142042e-08,1.1800000088157958e-08,6.6100001028246425e-09
1775651856.5044513,2026-04-08 13:37:36.504451,0.21899999678134918,4.349999827013562e-08,2.2300000068753434e-08,3.750000132640707e-08,1.1800000088157958e-08,6.55000009786022e-09
1775651858.5643222,2026-04-08 13:37:38.564322,0.21799999475479126,4.36000000547665e-08,2.2300000068753434e-08,3.799999959142042e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651860.6268504,2026-04-08 13:37:40.626850,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.8199999607968493e-08,1.1800000088157958e-08,6.6100001028246425e-09
1775651862.6786776,2026-04-08 13:37:42.678678,0.21899999678134918,4.349999827013562e-08,2.2300000068753434e-08,3.750000132640707e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651864.711847,2026-04-08 13:37:44.711847,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.799999959142042e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651866.7687492,2026-04-08 13:37:46.768749,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.890000144224359e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651868.8349595,2026-04-08 13:37:48.834960,0.21799999475479126,4.36000000547665e-08,2.2300000068753434e-08,3.799999959142042e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651870.8965476,2026-04-08 13:37:50.896548,0.21799999475479126,4.36000000547665e-08,2.2300000068753434e-08,3.770000134295515e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651872.95901,2026-04-08 13:37:52.959010,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.750000132640707e-08,1.1800000088157958e-08,6.6100001028246425e-09
1775651875.0013351,2026-04-08 13:37:55.001335,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.8100001376051296e-08,1.2000000104706032e-08,6.600000101997239e-09
1775651877.0671759,2026-04-08 13:37:57.067176,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.7799999574872345e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651879.1304452,2026-04-08 13:37:59.130445,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.790000135950322e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651881.192177,2026-04-08 13:38:01.192177,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.7799999574872345e-08,1.1800000088157958e-08,6.570000099515028e-09
1775651883.269068,2026-04-08 13:38:03.269068,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1800000088157958e-08,6.6100001028246425e-09
1775651885.3144512,2026-04-08 13:38:05.314451,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651887.3802807,2026-04-08 13:38:07.380281,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.830000139259937e-08,1.1900000096431995e-08,6.590000101169835e-09
1775651889.4438038,2026-04-08 13:38:09.443804,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.7300001309859e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651891.5029569,2026-04-08 13:38:11.502957,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1800000088157958e-08,6.590000101169835e-09
1775651893.580649,2026-04-08 13:38:13.580649,0.21899999678134918,4.36000000547665e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651895.6266353,2026-04-08 13:38:15.626635,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.7399999541776197e-08,1.1900000096431995e-08,6.560000098687624e-09
1775651897.681062,2026-04-08 13:38:17.681062,0.21799999475479126,4.36000000547665e-08,2.2300000068753434e-08,3.799999959142042e-08,1.2000000104706032e-08,6.600000101997239e-09
1775651899.7224998,2026-04-08 13:38:19.722500,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.790000135950322e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651901.7856398,2026-04-08 13:38:21.785640,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.620000103652046e-09
1775651903.832879,2026-04-08 13:38:23.832879,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651905.8806481,2026-04-08 13:38:25.880648,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.7799999574872345e-08,1.1800000088157958e-08,6.6400001053068536e-09
1775651907.9314528,2026-04-08 13:38:27.931453,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1800000088157958e-08,6.570000099515028e-09
1775651909.987011,2026-04-08 13:38:29.987011,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.750000132640707e-08,1.2200000121254106e-08,6.6100001028246425e-09
1775651912.0392354,2026-04-08 13:38:32.039235,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.750000132640707e-08,1.1900000096431995e-08,6.55000009786022e-09
1775651914.0801773,2026-04-08 13:38:34.080177,0.21799999475479126,4.36000000547665e-08,2.2300000068753434e-08,3.839999962451657e-08,1.1900000096431995e-08,6.580000100342431e-09
1775651916.150829,2026-04-08 13:38:36.150829,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.750000132640707e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651918.2111702,2026-04-08 13:38:38.211170,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.759999955832427e-08,1.1900000096431995e-08,6.590000101169835e-09
1775651920.2833316,2026-04-08 13:38:40.283332,0.21799999475479126,4.36000000547665e-08,2.240000007702747e-08,3.7399999541776197e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651922.3149798,2026-04-08 13:38:42.314980,0.21899999678134918,4.36000000547665e-08,2.2300000068753434e-08,3.770000134295515e-08,1.1900000096431995e-08,6.580000100342431e-09
1775651924.364616,2026-04-08 13:38:44.364616,0.21799999475479126,4.36000000547665e-08,2.2300000068753434e-08,3.750000132640707e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651926.4275458,2026-04-08 13:38:46.427546,0.21799999475479126,4.3699998286683694e-08,2.2300000068753434e-08,3.8100001376051296e-08,1.1900000096431995e-08,6.590000101169835e-09
1775651928.4713452,2026-04-08 13:38:48.471345,0.21899999678134918,4.36000000547665e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651930.539318,2026-04-08 13:38:50.539318,0.21799999475479126,4.36000000547665e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651932.6777003,2026-04-08 13:38:52.677700,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651934.7357655,2026-04-08 13:38:54.735765,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651936.7558749,2026-04-08 13:38:56.755875,0.21899999678134918,4.3699998286683694e-08,2.2300000068753434e-08,3.799999959142042e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775651938.8150353,2026-04-08 13:38:58.815035,0.21899999678134918,4.36000000547665e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651940.8619623,2026-04-08 13:39:00.861962,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1800000088157958e-08,6.6100001028246425e-09
1775651942.8975027,2026-04-08 13:39:02.897503,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651944.958529,2026-04-08 13:39:04.958529,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.530000096205413e-09
1775651947.0220678,2026-04-08 13:39:07.022068,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.770000134295515e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775651949.081947,2026-04-08 13:39:09.081947,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.870000142569552e-08,1.1900000096431995e-08,6.590000101169835e-09
1775651951.130307,2026-04-08 13:39:11.130307,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1900000096431995e-08,6.590000101169835e-09
1775651953.1758142,2026-04-08 13:39:13.175814,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.750000132640707e-08,1.2000000104706032e-08,6.570000099515028e-09
1775651955.238371,2026-04-08 13:39:15.238371,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.7300001309859e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651957.2830403,2026-04-08 13:39:17.283040,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.580000100342431e-09
1775651959.3493514,2026-04-08 13:39:19.349351,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.830000139259937e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651961.4090414,2026-04-08 13:39:21.409041,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651963.439911,2026-04-08 13:39:23.439911,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.750000132640707e-08,1.2000000104706032e-08,6.580000100342431e-09
1775651965.4882293,2026-04-08 13:39:25.488229,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.580000100342431e-09
1775651967.5233138,2026-04-08 13:39:27.523314,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.570000099515028e-09
1775651969.566445,2026-04-08 13:39:29.566445,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775651971.614951,2026-04-08 13:39:31.614951,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.759999955832427e-08,1.1800000088157958e-08,6.580000100342431e-09
1775651973.6611538,2026-04-08 13:39:33.661154,0.21899999678134918,4.36000000547665e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1800000088157958e-08,6.5400000970328165e-09
1775651975.7215269,2026-04-08 13:39:35.721527,0.21799999475479126,4.389999830323177e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1900000096431995e-08,6.590000101169835e-09
1775651977.7692885,2026-04-08 13:39:37.769289,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.799999959142042e-08,1.1800000088157958e-08,6.560000098687624e-09
1775651979.8159752,2026-04-08 13:39:39.815975,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1800000088157958e-08,6.6400001053068536e-09
1775651981.8772492,2026-04-08 13:39:41.877249,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651983.9245996,2026-04-08 13:39:43.924600,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.750000132640707e-08,1.210000011298007e-08,6.620000103652046e-09
1775651985.9756641,2026-04-08 13:39:45.975664,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.870000142569552e-08,1.1900000096431995e-08,6.600000101997239e-09
1775651988.034267,2026-04-08 13:39:48.034267,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7399999541776197e-08,1.1900000096431995e-08,6.620000103652046e-09
1775651990.0803072,2026-04-08 13:39:50.080307,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651992.147438,2026-04-08 13:39:52.147438,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.750000132640707e-08,1.1800000088157958e-08,6.600000101997239e-09
1775651994.1970818,2026-04-08 13:39:54.197082,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.8199999607968493e-08,1.1900000096431995e-08,6.620000103652046e-09
1775651996.2406363,2026-04-08 13:39:56.240636,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.580000100342431e-09
1775651998.3151946,2026-04-08 13:39:58.315195,0.21799999475479126,4.36000000547665e-08,2.240000007702747e-08,3.7300001309859e-08,1.1900000096431995e-08,6.560000098687624e-09
1775652000.3644688,2026-04-08 13:40:00.364469,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1800000088157958e-08,6.600000101997239e-09
1775652002.426226,2026-04-08 13:40:02.426226,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652004.4753532,2026-04-08 13:40:04.475353,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.770000134295515e-08,1.1800000088157958e-08,6.580000100342431e-09
1775652006.5369422,2026-04-08 13:40:06.536942,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.870000142569552e-08,1.1900000096431995e-08,6.590000101169835e-09
1775652008.599626,2026-04-08 13:40:08.599626,0.21799999475479126,4.36000000547665e-08,2.240000007702747e-08,3.870000142569552e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652010.633462,2026-04-08 13:40:10.633462,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.7300001309859e-08,1.1900000096431995e-08,6.590000101169835e-09
1775652012.6779587,2026-04-08 13:40:12.677959,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652014.7374263,2026-04-08 13:40:14.737426,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7399999541776197e-08,1.1900000096431995e-08,6.600000101997239e-09
1775652016.7695885,2026-04-08 13:40:16.769588,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.750000132640707e-08,1.1800000088157958e-08,6.6100001028246425e-09
1775652018.8311,2026-04-08 13:40:18.831100,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.839999962451657e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652020.8688343,2026-04-08 13:40:20.868834,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652022.9242597,2026-04-08 13:40:22.924260,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.839999962451657e-08,1.1800000088157958e-08,6.580000100342431e-09
1775652024.9861596,2026-04-08 13:40:24.986160,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.839999962451657e-08,1.2000000104706032e-08,6.580000100342431e-09
1775652027.0363474,2026-04-08 13:40:27.036347,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.600000101997239e-09
1775652029.0841765,2026-04-08 13:40:29.084177,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.590000101169835e-09
1775652031.1267548,2026-04-08 13:40:31.126755,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.790000135950322e-08,1.2000000104706032e-08,6.600000101997239e-09
1775652033.1914651,2026-04-08 13:40:33.191465,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.839999962451657e-08,1.1800000088157958e-08,6.600000101997239e-09
1775652035.2684927,2026-04-08 13:40:35.268493,0.21899999678134918,4.380000007131457e-08,2.240000007702747e-08,3.830000139259937e-08,1.1900000096431995e-08,6.580000100342431e-09
1775652037.3334043,2026-04-08 13:40:37.333404,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.570000099515028e-09
1775652039.394199,2026-04-08 13:40:39.394199,0.21899999678134918,4.380000007131457e-08,2.240000007702747e-08,3.699999950868005e-08,1.2000000104706032e-08,6.600000101997239e-09
1775652041.454457,2026-04-08 13:40:41.454457,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.8199999607968493e-08,1.2000000104706032e-08,6.63000010447945e-09
1775652043.5029633,2026-04-08 13:40:43.502963,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.590000101169835e-09
1775652045.5665112,2026-04-08 13:40:45.566511,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.8100001376051296e-08,1.2000000104706032e-08,6.590000101169835e-09
1775652047.6020496,2026-04-08 13:40:47.602050,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.7399999541776197e-08,1.1800000088157958e-08,6.580000100342431e-09
1775652049.6596029,2026-04-08 13:40:49.659603,0.21799999475479126,4.389999830323177e-08,2.240000007702747e-08,3.7399999541776197e-08,1.1900000096431995e-08,6.570000099515028e-09
1775652051.7199874,2026-04-08 13:40:51.719987,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.839999962451657e-08,1.1900000096431995e-08,6.570000099515028e-09
1775652053.7679546,2026-04-08 13:40:53.767955,0.21799999475479126,4.389999830323177e-08,2.240000007702747e-08,3.750000132640707e-08,1.1900000096431995e-08,6.600000101997239e-09
1775652055.803612,2026-04-08 13:40:55.803612,0.21799999475479126,4.389999830323177e-08,2.240000007702747e-08,3.8500001409147444e-08,1.1900000096431995e-08,6.600000101997239e-09
1775652057.8487155,2026-04-08 13:40:57.848716,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.750000132640707e-08,1.1900000096431995e-08,6.55000009786022e-09
1775652059.892669,2026-04-08 13:40:59.892669,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1800000088157958e-08,6.620000103652046e-09
1775652061.9574978,2026-04-08 13:41:01.957498,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.759999955832427e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652064.0044038,2026-04-08 13:41:04.004404,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.580000100342431e-09
1775652066.0518367,2026-04-08 13:41:06.051837,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.770000134295515e-08,1.1900000096431995e-08,6.570000099515028e-09
1775652068.0965047,2026-04-08 13:41:08.096505,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652070.1442466,2026-04-08 13:41:10.144247,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.790000135950322e-08,1.1800000088157958e-08,6.580000100342431e-09
1775652072.192896,2026-04-08 13:41:12.192896,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.8100001376051296e-08,1.1900000096431995e-08,6.600000101997239e-09
1775652074.237146,2026-04-08 13:41:14.237146,0.21899999678134918,4.3699998286683694e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.580000100342431e-09
1775652076.285871,2026-04-08 13:41:16.285871,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.8100001376051296e-08,1.2000000104706032e-08,6.580000100342431e-09
1775652078.3348837,2026-04-08 13:41:18.334884,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.580000100342431e-09
1775652080.3970876,2026-04-08 13:41:20.397088,0.21899999678134918,4.389999830323177e-08,2.240000007702747e-08,3.759999955832427e-08,1.2300000129528144e-08,6.590000101169835e-09
1775652082.4545205,2026-04-08 13:41:22.454520,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.8199999607968493e-08,1.1900000096431995e-08,6.6100001028246425e-09
1775652084.5181086,2026-04-08 13:41:24.518109,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.8199999607968493e-08,1.1900000096431995e-08,6.63000010447945e-09
1775652086.6120965,2026-04-08 13:41:26.612097,0.21799999475479126,4.380000007131457e-08,2.240000007702747e-08,3.799999959142042e-08,1.1900000096431995e-08,6.600000101997239e-09
1775652088.6902263,2026-04-08 13:41:28.690226,0.21799999475479126,4.3699998286683694e-08,2.240000007702747e-08,3.7799999574872345e-08,1.1900000096431995e-08,6.590000101169835e-09
1775652090.7370744,2026-04-08 13:41:30.737074,0.21799999475479126,4.389999830323177e-08,2.240000007702747e-08,3.790000135950322e-08,1.1900000096431995e-08,6.560000098687624e-09
