Timestamp_UNIX,Human_Time,VG4 Cham 1 Pressure
1775654658.7940083,2026-04-08 14:24:18.794008,6.86e-09
1775654659.6055703,2026-04-08 14:24:19.605570,6.83e-09
1775654660.2062361,2026-04-08 14:24:20.206236,6.83e-09
1775654660.818651,2026-04-08 14:24:20.818651,6.83e-09
1775654661.4330523,2026-04-08 14:24:21.433052,6.83e-09
1775654662.0309618,2026-04-08 14:24:22.030962,6.81e-09
1775654662.6314166,2026-04-08 14:24:22.631417,6.89e-09
1775654663.2457545,2026-04-08 14:24:23.245754,6.89e-09
1775654663.8599997,2026-04-08 14:24:23.860000,6.85e-09
1775654664.45904,2026-04-08 14:24:24.459040,6.84e-09
1775654665.0625772,2026-04-08 14:24:25.062577,6.84e-09
1775654665.667941,2026-04-08 14:24:25.667941,6.88e-09
1775654666.2673762,2026-04-08 14:24:26.267376,6.85e-09
1775654666.864632,2026-04-08 14:24:26.864632,6.85e-09
1775654667.477968,2026-04-08 14:24:27.477968,6.85e-09
1775654668.090664,2026-04-08 14:24:28.090664,6.84e-09
1775654668.6896977,2026-04-08 14:24:28.689698,6.82e-09
1775654669.2874753,2026-04-08 14:24:29.287475,6.82e-09
1775654669.899878,2026-04-08 14:24:29.899878,6.78e-09
1775654670.512334,2026-04-08 14:24:30.512334,6.87e-09
1775654671.1076283,2026-04-08 14:24:31.107628,6.85e-09
1775654671.7092245,2026-04-08 14:24:31.709224,6.91e-09
1775654672.3312225,2026-04-08 14:24:32.331223,6.82e-09
